,film_id,title,description,release_year,language_id,rental_duration,rental_rate,length,replacement_cost,rating,special_features,fulltext,category_name,amount,name,actors
269,286,Enough Raging,A Astounding Character Study of a Boat And a Secret Agent who must Find a Mad Cow in The Sahara Desert,2006,1,7,2.99,158,16.99,NC-17,['Commentaries'],'agent':13 'astound':4 'boat':9 'charact':5 'cow':19 'desert':23 'enough':1 'find':16 'mad':18 'must':15 'rage':2 'sahara':22 'secret':12 'studi':6,Travel,51.84,English             ,"Johnny Lollobrigida, Sandra Peck, Sean Williams, Julianne Dench, Kevin Garland, Richard Penn, Al Garland, Matthew Carrey, Michael Bolger"
270,287,Entrapment Satisfaction,A Thoughtful Panorama of a Hunter And a Teacher who must Reach a Mad Cow in A U-Boat,2006,1,5,0.99,176,19.99,R,"['Commentaries', 'Deleted Scenes', 'Behind the Scenes']",'boat':22 'cow':17 'entrap':1 'hunter':8 'mad':16 'must':13 'panorama':5 'reach':14 'satisfact':2 'teacher':11 'thought':4 'u':21 'u-boat':20,Action,42.870000000000005,English             ,"Fred Costner, Woody Hoffman, Frances Day-Lewis, Penelope Cronyn"
271,288,Escape Metropolis,A Taut Yarn of a Astronaut And a Technical Writer who must Outgun a Boat in New Orleans,2006,1,7,2.99,167,20.99,R,['Trailers'],'astronaut':8 'boat':17 'escap':1 'metropoli':2 'must':14 'new':19 'orlean':20 'outgun':15 'taut':4 'technic':11 'writer':12 'yarn':5,Travel,74.77000000000001,English             ,"Johnny Lollobrigida, Natalie Hopkins, Frances Tomei, Ed Mansfield"
272,289,Eve Resurrection,A Awe-Inspiring Yarn of a Pastry Chef And a Database Administrator who must Challenge a Teacher in A Baloon,2006,1,5,4.99,66,25.99,G,"['Trailers', 'Commentaries', 'Deleted Scenes']",'administr':15 'awe':5 'awe-inspir':4 'baloon':23 'challeng':18 'chef':11 'databas':14 'eve':1 'inspir':6 'must':17 'pastri':10 'resurrect':2 'teacher':20 'yarn':7,New,40.93,English             ,"Ed Chase, Susan Davis, Scarlett Bening, Kenneth Hoffman, Gene Mckellen, Rock Dukakis"
273,290,Everyone Craft,A Fateful Display of a Waitress And a Dentist who must Reach a Butler in Nigeria,2006,1,4,0.99,163,29.99,PG,"['Trailers', 'Commentaries']",'butler':16 'craft':2 'dentist':11 'display':5 'everyon':1 'fate':4 'must':13 'nigeria':18 'reach':14 'waitress':8,Foreign,22.89,English             ,"Goldie Brody, Michelle Mcconaughey, Woody Jolie, James Pitt, Minnie Zellweger"
274,291,Evolution Alter,A Fanciful Character Study of a Feminist And a Madman who must Find a Explorer in A Baloon Factory,2006,1,5,0.99,174,10.99,PG-13,['Behind the Scenes'],'alter':2 'baloon':20 'charact':5 'evolut':1 'explor':17 'factori':21 'fanci':4 'feminist':9 'find':15 'madman':12 'must':14 'studi':6,Sports,26.880000000000003,English             ,"Elvis Marx, Ray Johansson, Angela Witherspoon, Greta Malden, Ed Guiness, Burt Temple"
275,292,Excitement Eve,A Brilliant Documentary of a Monkey And a Car who must Conquer a Crocodile in A Shark Tank,2006,1,3,0.99,51,20.99,G,['Commentaries'],'brilliant':4 'car':11 'conquer':14 'crocodil':16 'documentari':5 'eve':2 'excit':1 'monkey':8 'must':13 'shark':19 'tank':20,Action,61.800000000000004,English             ,"Grace Mostel, Vivien Bergen, Sandra Peck, Penelope Pinkett, Kenneth Paltrow, Gina Degeneres, Susan Davis, Morgan Hopkins"
276,293,Exorcist Sting,A Touching Drama of a Dog And a Sumo Wrestler who must Conquer a Mad Scientist in Berlin,2006,1,6,2.99,167,17.99,G,"['Commentaries', 'Deleted Scenes', 'Behind the Scenes']",'berlin':20 'conquer':15 'dog':8 'drama':5 'exorcist':1 'mad':17 'must':14 'scientist':18 'sting':2 'sumo':11 'touch':4 'wrestler':12,Sports,49.88,English             ,"Goldie Brody, Angela Witherspoon, Kim Allen, Vivien Basinger, Gregory Gooding"
277,294,Expecations Natural,A Amazing Drama of a Butler And a Husband who must Reach a A Shark in A U-Boat,2006,1,5,4.99,138,26.99,PG-13,['Deleted Scenes'],'amaz':4 'boat':22 'butler':8 'drama':5 'expec':1 'husband':11 'must':13 'natur':2 'reach':14 'shark':17 'u':21 'u-boat':20,Travel,101.83,English             ,"Elvis Marx, Daryl Wahlberg, Laurence Bullock"
278,295,Expendable Stallion,A Amazing Character Study of a Mad Cow And a Squirrel who must Discover a Hunter in A U-Boat,2006,1,3,0.99,97,14.99,PG,"['Trailers', 'Behind the Scenes']",'amaz':4 'boat':23 'charact':5 'cow':10 'discov':16 'expend':1 'hunter':18 'mad':9 'must':15 'squirrel':13 'stallion':2 'studi':6 'u':22 'u-boat':21,Documentary,94.74000000000001,English             ,"Frances Day-Lewis, Dustin Tautou, Jayne Neeson, Fay Winslet"
279,296,Express Lonely,A Boring Drama of a Astronaut And a Boat who must Face a Boat in California,2006,1,5,2.99,178,23.99,R,['Trailers'],"'astronaut':8 'boat':11,16 'bore':4 'california':18 'drama':5 'express':1 'face':14 'lone':2 'must':13",Sci-Fi,42.88,English             ,"Alec Wayne, Parker Goldberg, Rip Winslet, Sean Williams, Minnie Zellweger, Albert Johansson, Olympia Pfeiffer, Gregory Gooding"
280,297,Extraordinary Conquerer,A Stunning Story of a Dog And a Feminist who must Face a Forensic Psychologist in Berlin,2006,1,6,2.99,122,29.99,G,"['Trailers', 'Commentaries', 'Deleted Scenes']",'berlin':19 'conquer':2 'dog':8 'extraordinari':1 'face':14 'feminist':11 'forens':16 'must':13 'psychologist':17 'stori':5 'stun':4,Classics,22.94,English             ,"Henry Berry, Minnie Zellweger, Chris Bridges, Liza Bergman, Fay Wood, Nick Degeneres, Renee Ball"
281,298,Eyes Driving,A Thrilling Story of a Cat And a Waitress who must Fight a Explorer in The Outback,2006,1,4,2.99,172,13.99,PG-13,"['Trailers', 'Commentaries']",'cat':8 'drive':2 'explor':16 'eye':1 'fight':14 'must':13 'outback':19 'stori':5 'thrill':4 'waitress':11,Sci-Fi,68.84,English             ,"Dan Harris, Renee Tracy, Fay Winslet, Michael Bening, Jayne Silverstone"
282,299,Factory Dragon,A Action-Packed Saga of a Teacher And a Frisbee who must Escape a Lumberjack in The Sahara Desert,2006,1,4,0.99,144,9.99,PG-13,"['Trailers', 'Commentaries', 'Deleted Scenes']",'action':5 'action-pack':4 'desert':22 'dragon':2 'escap':16 'factori':1 'frisbe':13 'lumberjack':18 'must':15 'pack':6 'saga':7 'sahara':21 'teacher':10,Travel,30.85,English             ,"Sissy Sobieski, Henry Berry, Mae Hoffman, Cate Mcqueen, Meryl Gibson, Mena Hopper"
283,300,Falcon Volume,A Fateful Saga of a Sumo Wrestler And a Hunter who must Redeem a A Shark in New Orleans,2006,1,5,4.99,102,21.99,PG-13,"['Commentaries', 'Behind the Scenes']",'falcon':1 'fate':4 'hunter':12 'must':14 'new':20 'orlean':21 'redeem':15 'saga':5 'shark':18 'sumo':8 'volum':2 'wrestler':9,Animation,106.81,English             ,"Mary Tandy, Kenneth Paltrow, Salma Nolte, Ed Mansfield"
284,301,Family Sweet,A Epic Documentary of a Teacher And a Boy who must Escape a Woman in Berlin,2006,1,4,0.99,155,24.99,R,['Trailers'],'berlin':18 'boy':11 'documentari':5 'epic':4 'escap':14 'famili':1 'must':13 'sweet':2 'teacher':8 'woman':16,Horror,60.730000000000004,English             ,"Sandra Peck, Penelope Pinkett, Burt Posey, Groucho Sinatra, Daryl Wahlberg, Fay Wood, Kenneth Hoffman, Matthew Carrey, Debbie Akroyd"
285,302,Fantasia Park,A Thoughtful Documentary of a Mad Scientist And a A Shark who must Outrace a Feminist in Australia,2006,1,5,2.99,131,29.99,G,['Commentaries'],'australia':20 'documentari':5 'fantasia':1 'feminist':18 'mad':8 'must':15 'outrac':16 'park':2 'scientist':9 'shark':13 'thought':4,Games,73.81,English             ,"Warren Nolte, Harrison Bale, Groucho Williams"
286,303,Fantasy Troopers,A Touching Saga of a Teacher And a Monkey who must Overcome a Secret Agent in A MySQL Convention,2006,1,6,0.99,58,27.99,PG-13,['Behind the Scenes'],'agent':17 'convent':21 'fantasi':1 'monkey':11 'must':13 'mysql':20 'overcom':14 'saga':5 'secret':16 'teacher':8 'touch':4 'trooper':2,Action,35.79,English             ,"Natalie Hopkins, Greg Chaplin, Sean Guiness, Ian Tandy, Greta Malden, Christopher West, Jon Chase, Bela Walken, Mary Keitel"
287,304,Fargo Gandhi,A Thrilling Reflection of a Pastry Chef And a Crocodile who must Reach a Teacher in The Outback,2006,1,3,2.99,130,28.99,G,['Deleted Scenes'],'chef':9 'crocodil':12 'fargo':1 'gandhi':2 'must':14 'outback':20 'pastri':8 'reach':15 'reflect':5 'teacher':17 'thrill':4,Children,94.79,English             ,"Michelle Mcconaughey, Scarlett Damon, Kenneth Pesci, Morgan Williams, Christopher West"
288,305,Fatal Haunted,A Beautiful Drama of a Student And a Secret Agent who must Confront a Dentist in Ancient Japan,2006,1,6,2.99,91,24.99,PG,"['Trailers', 'Behind the Scenes']",'agent':12 'ancient':19 'beauti':4 'confront':15 'dentist':17 'drama':5 'fatal':1 'haunt':2 'japan':20 'must':14 'secret':11 'student':8,New,92.77000000000001,English             ,"Milla Peck, Jodie Degeneres, Angela Hudson, Morgan Mcdormand, Fay Winslet, Will Wilson"
289,306,Feathers Metal,A Thoughtful Yarn of a Monkey And a Teacher who must Find a Dog in Australia,2006,1,3,0.99,104,12.99,PG-13,"['Trailers', 'Deleted Scenes']",'australia':18 'dog':16 'feather':1 'find':14 'metal':2 'monkey':8 'must':13 'teacher':11 'thought':4 'yarn':5,Games,31.91,English             ,"Milla Peck, Natalie Hopkins, Christian Akroyd, Kenneth Paltrow, Woody Jolie, Charlize Dench, Scarlett Bening, Jayne Nolte, Nick Degeneres"
290,307,Fellowship Autumn,A Lacklusture Reflection of a Dentist And a Hunter who must Meet a Teacher in A Baloon,2006,1,6,4.99,77,9.99,NC-17,"['Deleted Scenes', 'Behind the Scenes']",'autumn':2 'baloon':19 'dentist':8 'fellowship':1 'hunter':11 'lacklustur':4 'meet':14 'must':13 'reflect':5 'teacher':16,Travel,137.76,English             ,"Mena Temple, Fay Kilmer, Dan Harris, Christian Neeson, Ray Johansson, Salma Nolte, Christopher West"
291,308,Ferris Mother,A Touching Display of a Frisbee And a Frisbee who must Kill a Girl in The Gulf of Mexico,2006,1,3,2.99,142,13.99,PG,"['Trailers', 'Deleted Scenes', 'Behind the Scenes']","'display':5 'ferri':1 'frisbe':8,11 'girl':16 'gulf':19 'kill':14 'mexico':21 'mother':2 'must':13 'touch':4",Comedy,70.85000000000001,English             ,Sissy Sobieski
292,309,Feud Frogmen,A Brilliant Reflection of a Database Administrator And a Mad Cow who must Chase a Woman in The Canadian Rockies,2006,1,6,0.99,98,29.99,R,"['Trailers', 'Commentaries', 'Deleted Scenes', 'Behind the Scenes']",'administr':9 'brilliant':4 'canadian':21 'chase':16 'cow':13 'databas':8 'feud':1 'frogmen':2 'mad':12 'must':15 'reflect':5 'rocki':22 'woman':18,Family,31.8,English             ,"Tim Hackman, Tom Miranda, Penelope Cronyn, Mary Keitel"
293,310,Fever Empire,A Insightful Panorama of a Cat And a Boat who must Defeat a Boat in The Gulf of Mexico,2006,1,5,4.99,158,20.99,R,"['Commentaries', 'Deleted Scenes']","'boat':11,16 'cat':8 'defeat':14 'empir':2 'fever':1 'gulf':19 'insight':4 'mexico':21 'must':13 'panorama':5",Games,33.95,English             ,"Helen Voight, Fay Winslet, Audrey Bailey"
294,311,Fiction Christmas,A Emotional Yarn of a A Shark And a Student who must Battle a Robot in An Abandoned Mine Shaft,2006,1,4,0.99,72,14.99,PG,"['Trailers', 'Commentaries', 'Deleted Scenes', 'Behind the Scenes']",'abandon':20 'battl':15 'christma':2 'emot':4 'fiction':1 'mine':21 'must':14 'robot':17 'shaft':22 'shark':9 'student':12 'yarn':5,Foreign,58.81,English             ,"Kevin Bloom, Alec Wayne, Cuba Allen, Adam Hopper, Lisa Monroe, Matthew Carrey, Rock Dukakis, Mary Keitel"
295,312,Fiddler Lost,A Boring Tale of a Squirrel And a Dog who must Challenge a Madman in The Gulf of Mexico,2006,1,4,4.99,75,20.99,R,"['Deleted Scenes', 'Behind the Scenes']",'bore':4 'challeng':14 'dog':11 'fiddler':1 'gulf':19 'lost':2 'madman':16 'mexico':21 'must':13 'squirrel':8 'tale':5,Sci-Fi,64.9,English             ,"Tim Hackman, Frances Day-Lewis, James Pitt, Spencer Peck, Daryl Wahlberg, Meg Hawke, Russell Bacall, Scarlett Bening, Cate Mcqueen, Angela Witherspoon, Ian Tandy"
296,313,Fidelity Devil,A Awe-Inspiring Drama of a Technical Writer And a Composer who must Reach a Pastry Chef in A U-Boat,2006,1,5,4.99,118,11.99,G,"['Trailers', 'Deleted Scenes', 'Behind the Scenes']",'awe':5 'awe-inspir':4 'boat':25 'chef':20 'compos':14 'devil':2 'drama':7 'fidel':1 'inspir':6 'must':16 'pastri':19 'reach':17 'technic':10 'u':24 'u-boat':23 'writer':11,Horror,117.82000000000001,English             ,"Helen Voight, Penelope Cronyn, Alan Dreyfuss, Russell Close"
297,314,Fight Jawbreaker,A Intrepid Panorama of a Womanizer And a Girl who must Escape a Girl in A Manhattan Penthouse,2006,1,3,0.99,91,13.99,R,"['Trailers', 'Commentaries', 'Deleted Scenes', 'Behind the Scenes']","'escap':14 'fight':1 'girl':11,16 'intrepid':4 'jawbreak':2 'manhattan':19 'must':13 'panorama':5 'penthous':20 'woman':8",Animation,53.800000000000004,English             ,"Nick Wahlberg, Albert Johansson, Meryl Gibson"
298,315,Finding Anaconda,A Fateful Tale of a Database Administrator And a Girl who must Battle a Squirrel in New Orleans,2006,1,4,0.99,156,10.99,R,"['Trailers', 'Commentaries']",'administr':9 'anaconda':2 'battl':15 'databas':8 'fate':4 'find':1 'girl':12 'must':14 'new':19 'orlean':20 'squirrel':17 'tale':5,Family,26.900000000000002,English             ,"Frances Day-Lewis, Rip Winslet, Matthew Leigh, Sidney Crowe, Cuba Birch"
299,316,Fire Wolves,A Intrepid Documentary of a Frisbee And a Dog who must Outrace a Lumberjack in Nigeria,2006,1,5,4.99,173,18.99,R,['Trailers'],'documentari':5 'dog':11 'fire':1 'frisbe':8 'intrepid':4 'lumberjack':16 'must':13 'nigeria':18 'outrac':14 'wolv':2,Games,39.93,English             ,"Johnny Lollobrigida, Christian Akroyd, Woody Jolie, Renee Tracy, River Dean"
300,317,Fireball Philadelphia,A Amazing Yarn of a Dentist And a A Shark who must Vanquish a Madman in An Abandoned Mine Shaft,2006,1,4,0.99,148,25.99,PG,"['Trailers', 'Commentaries', 'Behind the Scenes']",'abandon':20 'amaz':4 'dentist':8 'firebal':1 'madman':17 'mine':21 'must':14 'philadelphia':2 'shaft':22 'shark':12 'vanquish':15 'yarn':5,Comedy,57.81,English             ,"Val Bolger, Jude Cruise, Adam Grant, James Pitt, Frances Tomei"
301,319,Fish Opus,A Touching Display of a Feminist And a Girl who must Confront a Astronaut in Australia,2006,1,4,2.99,125,22.99,R,"['Trailers', 'Deleted Scenes', 'Behind the Scenes']",'astronaut':16 'australia':18 'confront':14 'display':5 'feminist':8 'fish':1 'girl':11 'must':13 'opus':2 'touch':4,Sci-Fi,94.78,English             ,"Parker Goldberg, Laurence Bullock"
302,320,Flamingos Connecticut,A Fast-Paced Reflection of a Composer And a Composer who must Meet a Cat in The Sahara Desert,2006,1,4,4.99,80,28.99,PG-13,['Trailers'],"'cat':18 'compos':10,13 'connecticut':2 'desert':22 'fast':5 'fast-pac':4 'flamingo':1 'meet':16 'must':15 'pace':6 'reflect':7 'sahara':21",New,134.78,English             ,"Goldie Brody, Tom Miranda, Fay Kilmer, Kenneth Torn, Gene Willis, Jane Jackman, Rita Reynolds, Albert Johansson, Jon Chase"
303,321,Flash Wars,A Astounding Saga of a Moose And a Pastry Chef who must Chase a Student in The Gulf of Mexico,2006,1,3,4.99,123,21.99,NC-17,"['Trailers', 'Commentaries', 'Behind the Scenes']",'astound':4 'chase':15 'chef':12 'flash':1 'gulf':20 'mexico':22 'moos':8 'must':14 'pastri':11 'saga':5 'student':17 'war':2,New,87.88,English             ,"Nick Wahlberg, Matthew Johansson, Dan Torn, Kirsten Paltrow, Sandra Peck, Milla Keitel, Greta Malden"
304,322,Flatliners Killer,A Taut Display of a Secret Agent And a Waitress who must Sink a Robot in An Abandoned Mine Shaft,2006,1,5,2.99,100,29.99,G,"['Trailers', 'Commentaries', 'Deleted Scenes']",'abandon':20 'agent':9 'display':5 'flatlin':1 'killer':2 'mine':21 'must':14 'robot':17 'secret':8 'shaft':22 'sink':15 'taut':4 'waitress':12,Sports,74.81,English             ,"Nick Stallone, Gary Penn, Kenneth Torn, Jim Mostel, Russell Bacall, Morgan Hopkins, Scarlett Bening, Mena Hopper, Rock Dukakis"
305,324,Flintstones Happiness,A Fateful Story of a Husband And a Moose who must Vanquish a Boy in California,2006,1,3,4.99,148,11.99,PG-13,"['Trailers', 'Commentaries', 'Deleted Scenes', 'Behind the Scenes']",'boy':16 'california':18 'fate':4 'flintston':1 'happi':2 'husband':8 'moos':11 'must':13 'stori':5 'vanquish':14,Comedy,134.83,English             ,"Albert Nolte, Humphrey Willis, Debbie Akroyd, Bela Walken"
306,326,Flying Hook,A Thrilling Display of a Mad Cow And a Dog who must Challenge a Frisbee in Nigeria,2006,1,6,2.99,69,18.99,NC-17,"['Trailers', 'Commentaries', 'Behind the Scenes']",'challeng':15 'cow':9 'display':5 'dog':12 'fli':1 'frisbe':17 'hook':2 'mad':8 'must':14 'nigeria':19 'thrill':4,Animation,77.81,English             ,"Cuba Olivier, Johnny Cage, Walter Torn, Cate Mcqueen, Greta Keitel, Greta Malden, Nick Degeneres, Kenneth Hoffman"
307,327,Fool Mockingbird,A Lacklusture Tale of a Crocodile And a Composer who must Defeat a Madman in A U-Boat,2006,1,3,4.99,158,24.99,PG,"['Trailers', 'Commentaries']",'boat':21 'compos':11 'crocodil':8 'defeat':14 'fool':1 'lacklustur':4 'madman':16 'mockingbird':2 'must':13 'tale':5 'u':20 'u-boat':19,Action,162.79,English             ,"Rip Crawford, Natalie Hopkins"
308,328,Forever Candidate,A Unbelieveable Panorama of a Technical Writer And a Man who must Pursue a Frisbee in A U-Boat,2006,1,7,2.99,131,28.99,NC-17,"['Commentaries', 'Deleted Scenes', 'Behind the Scenes']",'boat':22 'candid':2 'forev':1 'frisbe':17 'man':12 'must':14 'panorama':5 'pursu':15 'technic':8 'u':21 'u-boat':20 'unbeliev':4 'writer':9,Children,40.88,English             ,Jada Ryder
309,329,Forrest Sons,A Thrilling Documentary of a Forensic Psychologist And a Butler who must Defeat a Explorer in A Jet Boat,2006,1,4,2.99,63,15.99,R,['Commentaries'],'boat':21 'butler':12 'defeat':15 'documentari':5 'explor':17 'forens':8 'forrest':1 'jet':20 'must':14 'psychologist':9 'son':2 'thrill':4,Action,83.83,English             ,"Ed Chase, Rip Crawford, Daryl Wahlberg, Walter Torn, Mary Keitel"
310,330,Forrester Comancheros,A Fateful Tale of a Squirrel And a Forensic Psychologist who must Redeem a Man in Nigeria,2006,1,7,4.99,112,22.99,NC-17,"['Trailers', 'Behind the Scenes']",'comanchero':2 'fate':4 'forens':11 'forrest':1 'man':17 'must':14 'nigeria':19 'psychologist':12 'redeem':15 'squirrel':8 'tale':5,Animation,141.74,English             ,"Kirk Jovovich, Reese Kilmer, Sean Guiness"
311,331,Forward Temple,A Astounding Display of a Forensic Psychologist And a Mad Scientist who must Challenge a Girl in New Orleans,2006,1,6,2.99,90,25.99,NC-17,"['Trailers', 'Commentaries', 'Behind the Scenes']",'astound':4 'challeng':16 'display':5 'forens':8 'forward':1 'girl':18 'mad':12 'must':15 'new':20 'orlean':21 'psychologist':9 'scientist':13 'templ':2,Games,102.74000000000001,English             ,"Rip Winslet, Sean Williams, Greg Chaplin"
312,333,Freaky Pocus,A Fast-Paced Documentary of a Pastry Chef And a Crocodile who must Chase a Squirrel in The Gulf of Mexico,2006,1,7,2.99,126,16.99,R,"['Trailers', 'Behind the Scenes']",'chase':17 'chef':11 'crocodil':14 'documentari':7 'fast':5 'fast-pac':4 'freaki':1 'gulf':22 'mexico':24 'must':16 'pace':6 'pastri':10 'pocus':2 'squirrel':19,Music,43.86,English             ,"Tom Miranda, Matthew Leigh, Sidney Crowe, Kevin Garland, Fay Winslet"
313,334,Freddy Storm,A Intrepid Saga of a Man And a Lumberjack who must Vanquish a Husband in The Outback,2006,1,6,4.99,65,21.99,NC-17,"['Trailers', 'Commentaries', 'Behind the Scenes']",'freddi':1 'husband':16 'intrepid':4 'lumberjack':11 'man':8 'must':13 'outback':19 'saga':5 'storm':2 'vanquish':14,Horror,115.79,English             ,"Julia Mcqueen, Henry Berry, Walter Torn"
